parlamentar.id,parlamentar.uri,parlamentar.nome,parlamentar.siglaPartido,parlamentar.uriPartido,parlamentar.siglaUf,parlamentar.idLegislatura,parlamentar.email,parlamentar.urlFoto,titulo,bancada.tipo,bancada.nome,bancada.uri,dataInicio,dataFim
178954,https://dadosabertos.camara.leg.br/api/v2/deputados/178954,LUCIO MOSQUINI,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RO,55,dep.luciomosquini@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178954.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2017-05-17,2017-05-18
160672,https://dadosabertos.camara.leg.br/api/v2/deputados/160672,JEAN WYLLYS,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,RJ,55,,https://www.camara.leg.br/internet/deputado/bandep/160672.jpgmaior.jpg,Vice-Líder,Partido Político,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,2017-05-17,2017-05-23
178875,https://dadosabertos.camara.leg.br/api/v2/deputados/178875,ALEXANDRE BALDY,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,GO,55,,https://www.camara.leg.br/internet/deputado/bandep/178875.jpgmaior.jpg,Líder,Partido Político,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,2017-05-19,2017-08-02
178875,https://dadosabertos.camara.leg.br/api/v2/deputados/178875,ALEXANDRE BALDY,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,GO,55,,https://www.camara.leg.br/internet/deputado/bandep/178875.jpgmaior.jpg,Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-05-22,2017-06-19
160541,https://dadosabertos.camara.leg.br/api/v2/deputados/160541,ARTHUR LIRA,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,AL,55,dep.arthurlira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160541.jpgmaior.jpg,1º Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-05-22,2017-06-19
74060,https://dadosabertos.camara.leg.br/api/v2/deputados/74060,DANIEL ALMEIDA,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,BA,55,dep.danielalmeida@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74060.jpgmaior.jpg,Vice-Líder,Partido Político,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,2017-05-23,2017-11-28
64960,https://dadosabertos.camara.leg.br/api/v2/deputados/64960,MARIA HELENA,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RR,55,,https://www.camara.leg.br/internet/deputado/bandep/64960.jpgmaior.jpg,Vice-Líder,Partido Político,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,2017-05-23,2017-07-11
74419,https://dadosabertos.camara.leg.br/api/v2/deputados/74419,GONZAGA PATRIOTA,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PE,55,,https://www.camara.leg.br/internet/deputado/bandep/74419.jpgmaior.jpg,Vice-Líder,Partido Político,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,2017-05-23,2018-02-27
134812,https://dadosabertos.camara.leg.br/api/v2/deputados/134812,EDMILSON RODRIGUES,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,PA,55,,https://www.camara.leg.br/internet/deputado/bandep/134812.jpgmaior.jpg,Vice-Líder,Partido Político,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,2017-05-23,2017-05-25
73458,https://dadosabertos.camara.leg.br/api/v2/deputados/73458,ALEX CANZIANI,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,PR,55,,https://www.camara.leg.br/internet/deputado/bandep/73458.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,PR,https://dadosabertos.camara.leg.br/api/v2/blocos/570,2017-05-23,2017-05-31
194262,https://dadosabertos.camara.leg.br/api/v2/deputados/194262,JONES MARTINS,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RS,55,,https://www.camara.leg.br/internet/deputado/bandep/194262.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2017-05-23,2017-07-10
178905,https://dadosabertos.camara.leg.br/api/v2/deputados/178905,FABIO GARCIA,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,MT,55,,https://www.camara.leg.br/internet/deputado/bandep/178905.jpgmaior.jpg,1º Vice-Líder,Partido Político,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,2017-05-24,2017-09-04
160640,https://dadosabertos.camara.leg.br/api/v2/deputados/160640,EROS BIONDINI,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,MG,55,dep.erosbiondini@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160640.jpgmaior.jpg,Representante,Partido Político,PROS,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,2017-05-24,2017-08-15
141531,https://dadosabertos.camara.leg.br/api/v2/deputados/141531,RODRIGO DE CASTRO,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MG,55,dep.rodrigodecastro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141531.jpgmaior.jpg,Vice-Líder,Partido Político,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,2017-05-24,2017-05-24
73531,https://dadosabertos.camara.leg.br/api/v2/deputados/73531,IVAN VALENTE,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,SP,55,dep.ivanvalente@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73531.jpgmaior.jpg,Vice-Líder,Partido Político,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,2017-05-25,2017-06-06
178877,https://dadosabertos.camara.leg.br/api/v2/deputados/178877,FÁBIO SOUSA,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,GO,55,,https://www.camara.leg.br/internet/deputado/bandep/178877.jpgmaior.jpg,Vice-Líder,Partido Político,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,2017-05-30,2017-05-31
62881,https://dadosabertos.camara.leg.br/api/v2/deputados/62881,DANILO FORTE,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,CE,55,dep.daniloforte@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/62881.jpgmaior.jpg,Vice-Líder,Partido Político,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,2017-05-30,2017-10-18
178916,https://dadosabertos.camara.leg.br/api/v2/deputados/178916,DANIEL COELHO,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813,PE,55,,https://www.camara.leg.br/internet/deputado/bandep/178916.jpgmaior.jpg,Vice-Líder,Partido Político,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,2017-05-31,2017-05-31
4930,https://dadosabertos.camara.leg.br/api/v2/deputados/4930,SILVIO COSTA,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,PE,55,,https://www.camara.leg.br/internet/deputado/bandep/4930.jpgmaior.jpg,Vice-Líder,Minoria na CD,Minoria na CD,,2017-05-31,2018-04-17
160517,https://dadosabertos.camara.leg.br/api/v2/deputados/160517,PAULO FOLETTO,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,ES,55,dep.paulofoletto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160517.jpgmaior.jpg,Vice-Líder,Partido Político,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,2017-05-31,2017-09-13
141522,https://dadosabertos.camara.leg.br/api/v2/deputados/141522,SABINO CASTELO BRANCO,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,AM,55,,https://www.camara.leg.br/internet/deputado/bandep/141522.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,PR,https://dadosabertos.camara.leg.br/api/v2/blocos/570,2017-05-31,2017-06-28
178891,https://dadosabertos.camara.leg.br/api/v2/deputados/178891,CAIO NARCIO,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MG,55,,https://www.camara.leg.br/internet/deputado/bandep/178891.jpgmaior.jpg,Vice-Líder,Partido Político,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,2017-05-31,2017-06-07
171617,https://dadosabertos.camara.leg.br/api/v2/deputados/171617,PAULÃO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,AL,55,dep.paulao@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/171617.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-05-31,2017-05-31
178866,https://dadosabertos.camara.leg.br/api/v2/deputados/178866,LUIZIANNE LINS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,CE,55,dep.luiziannelins@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178866.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-05-31,2017-06-27
160612,https://dadosabertos.camara.leg.br/api/v2/deputados/160612,SERGIO ZVEITER,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,RJ,55,,https://www.camara.leg.br/internet/deputado/bandep/160612.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2017-05-31,2017-07-12
178957,https://dadosabertos.camara.leg.br/api/v2/deputados/178957,ABEL MESQUITA JR.,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,RR,55,,https://www.camara.leg.br/internet/deputado/bandep/178957.jpgmaior.jpg,Presidente,Partido Político,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,2017-06-01,2019-01-31
178981,https://dadosabertos.camara.leg.br/api/v2/deputados/178981,HERCULANO PASSOS,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,SP,55,,https://www.camara.leg.br/internet/deputado/bandep/178981.jpgmaior.jpg,Vice-Líder,Partido Político,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,2017-06-01,2017-08-03
178933,https://dadosabertos.camara.leg.br/api/v2/deputados/178933,SERGIO SOUZA,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,PR,55,dep.sergiosouza@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178933.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2017-06-06,2017-06-07
134812,https://dadosabertos.camara.leg.br/api/v2/deputados/134812,EDMILSON RODRIGUES,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,PA,55,,https://www.camara.leg.br/internet/deputado/bandep/134812.jpgmaior.jpg,Vice-Líder,Partido Político,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,2017-06-06,2017-06-28
74650,https://dadosabertos.camara.leg.br/api/v2/deputados/74650,BONIFÁCIO DE ANDRADA,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,MG,55,,https://www.camara.leg.br/internet/deputado/bandep/74650.jpgmaior.jpg,Vice-Líder,Partido Político,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,2017-06-07,2018-02-19
178961,https://dadosabertos.camara.leg.br/api/v2/deputados/178961,SHÉRIDAN,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,RR,55,,https://www.camara.leg.br/internet/deputado/bandep/178961.jpgmaior.jpg,Vice-Líder,Partido Político,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,2017-06-07,2017-06-07
141517,https://dadosabertos.camara.leg.br/api/v2/deputados/141517,PAULO HENRIQUE LUSTOSA,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,CE,55,,https://www.camara.leg.br/internet/deputado/bandep/141517.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-07,2017-06-07
178831,https://dadosabertos.camara.leg.br/api/v2/deputados/178831,ANDRÉ ABDON,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,AP,55,,https://www.camara.leg.br/internet/deputado/bandep/178831.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-07,2017-08-18
178993,https://dadosabertos.camara.leg.br/api/v2/deputados/178993,CARLOS HENRIQUE GAGUIM,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,TO,55,dep.carloshenriquegaguim@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178993.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-07,2017-08-09
178988,https://dadosabertos.camara.leg.br/api/v2/deputados/178988,JOÃO PAULO PAPA,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,55,,https://www.camara.leg.br/internet/deputado/bandep/178988.jpgmaior.jpg,Vice-Líder,Partido Político,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,2017-06-13,2017-06-20
74385,https://dadosabertos.camara.leg.br/api/v2/deputados/74385,TAKAYAMA,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,PR,55,,https://www.camara.leg.br/internet/deputado/bandep/74385.jpgmaior.jpg,Vice-Líder,Partido Político,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,2017-06-14,2017-06-20
160541,https://dadosabertos.camara.leg.br/api/v2/deputados/160541,ARTHUR LIRA,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,AL,55,dep.arthurlira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160541.jpgmaior.jpg,Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-19,2017-08-28
178875,https://dadosabertos.camara.leg.br/api/v2/deputados/178875,ALEXANDRE BALDY,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,GO,55,,https://www.camara.leg.br/internet/deputado/bandep/178875.jpgmaior.jpg,1º Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-19,2017-08-09
93083,https://dadosabertos.camara.leg.br/api/v2/deputados/93083,CACÁ LEÃO,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,BA,55,,https://www.camara.leg.br/internet/deputado/bandep/93083.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-19,2017-07-04
92346,https://dadosabertos.camara.leg.br/api/v2/deputados/92346,EDUARDO BOLSONARO,PSL,https://dadosabertos.camara.leg.br/api/v2/partidos/36837,SP,55,dep.eduardobolsonaro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/92346.jpgmaior.jpg,Vice-Líder,Partido Político,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,2017-06-20,2017-07-13
178877,https://dadosabertos.camara.leg.br/api/v2/deputados/178877,FÁBIO SOUSA,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,GO,55,,https://www.camara.leg.br/internet/deputado/bandep/178877.jpgmaior.jpg,Vice-Líder,Partido Político,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,2017-06-20,2017-06-20
160619,https://dadosabertos.camara.leg.br/api/v2/deputados/160619,JOSÉ NUNES,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,55,,https://www.camara.leg.br/internet/deputado/bandep/160619.jpgmaior.jpg,Vice-Líder,Partido Político,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,2017-06-20,2017-06-20
160578,https://dadosabertos.camara.leg.br/api/v2/deputados/160578,EDMAR ARRUDA,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PR,55,,https://www.camara.leg.br/internet/deputado/bandep/160578.jpgmaior.jpg,Vice-Líder,Partido Político,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,2017-06-20,2017-06-28
178941,https://dadosabertos.camara.leg.br/api/v2/deputados/178941,EZEQUIEL TEIXEIRA,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,RJ,55,,https://www.camara.leg.br/internet/deputado/bandep/178941.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-20,2017-06-20
178989,https://dadosabertos.camara.leg.br/api/v2/deputados/178989,RENATA ABREU,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,SP,55,,https://www.camara.leg.br/internet/deputado/bandep/178989.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-20,2017-06-28
73433,https://dadosabertos.camara.leg.br/api/v2/deputados/73433,ARLINDO CHINAGLIA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,55,dep.arlindochinaglia@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73433.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-06-27,2017-06-27
160538,https://dadosabertos.camara.leg.br/api/v2/deputados/160538,BOHN GASS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,55,dep.bohngass@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160538.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-06-27,2017-06-27
178954,https://dadosabertos.camara.leg.br/api/v2/deputados/178954,LUCIO MOSQUINI,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RO,55,dep.luciomosquini@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178954.jpgmaior.jpg,Vice-Líder,Partido Político,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,2017-06-27,2017-07-10
178857,https://dadosabertos.camara.leg.br/api/v2/deputados/178857,JORGE SOLLA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,55,dep.jorgesolla@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178857.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-06-27,2017-07-04
178866,https://dadosabertos.camara.leg.br/api/v2/deputados/178866,LUIZIANNE LINS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,CE,55,dep.luiziannelins@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178866.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-06-27,2017-06-28
73483,https://dadosabertos.camara.leg.br/api/v2/deputados/73483,LUIS CARLOS HEINZE,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RS,55,,https://www.camara.leg.br/internet/deputado/bandep/73483.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-27,2017-06-27
151965,https://dadosabertos.camara.leg.br/api/v2/deputados/151965,MAIA FILHO,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PI,55,,https://www.camara.leg.br/internet/deputado/bandep/151965.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-27,2017-10-19
141553,https://dadosabertos.camara.leg.br/api/v2/deputados/141553,VANDERLEI MACRIS,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,55,,https://www.camara.leg.br/internet/deputado/bandep/141553.jpgmaior.jpg,Vice-Líder,Partido Político,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,2017-06-28,2017-07-06
69871,https://dadosabertos.camara.leg.br/api/v2/deputados/69871,BACELAR,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,BA,55,dep.bacelar@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/69871.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-28,2017-06-29
160672,https://dadosabertos.camara.leg.br/api/v2/deputados/160672,JEAN WYLLYS,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,RJ,55,,https://www.camara.leg.br/internet/deputado/bandep/160672.jpgmaior.jpg,Vice-Líder,Partido Político,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,2017-06-28,2017-06-28
134812,https://dadosabertos.camara.leg.br/api/v2/deputados/134812,EDMILSON RODRIGUES,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,PA,55,,https://www.camara.leg.br/internet/deputado/bandep/134812.jpgmaior.jpg,Vice-Líder,Partido Político,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,2017-06-28,2017-07-13
141445,https://dadosabertos.camara.leg.br/api/v2/deputados/141445,PEPE VARGAS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,55,,https://www.camara.leg.br/internet/deputado/bandep/141445.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-06-28,2017-06-28
81232,https://dadosabertos.camara.leg.br/api/v2/deputados/81232,IRAJÁ ABREU,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,TO,55,,https://www.camara.leg.br/internet/deputado/bandep/81232.jpgmaior.jpg,Vice-Líder,Partido Político,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,2017-06-28,2017-06-28
74319,https://dadosabertos.camara.leg.br/api/v2/deputados/74319,PAES LANDIM,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,PI,55,,https://www.camara.leg.br/internet/deputado/bandep/74319.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,PR,https://dadosabertos.camara.leg.br/api/v2/blocos/570,2017-06-28,2017-07-05
189593,https://dadosabertos.camara.leg.br/api/v2/deputados/189593,WADIH DAMOUS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RJ,55,,https://www.camara.leg.br/internet/deputado/bandep/189593.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-06-28,2017-06-28
178866,https://dadosabertos.camara.leg.br/api/v2/deputados/178866,LUIZIANNE LINS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,CE,55,dep.luiziannelins@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178866.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-06-28,2017-07-04
141335,https://dadosabertos.camara.leg.br/api/v2/deputados/141335,BETO FARO,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PA,55,,https://www.camara.leg.br/internet/deputado/bandep/141335.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-06-28,2017-07-04
74171,https://dadosabertos.camara.leg.br/api/v2/deputados/74171,CHICO ALENCAR,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,RJ,55,dep.chicoalencar@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74171.jpgmaior.jpg,Vice-Líder,Partido Político,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,2017-06-28,2017-08-03
160578,https://dadosabertos.camara.leg.br/api/v2/deputados/160578,EDMAR ARRUDA,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PR,55,,https://www.camara.leg.br/internet/deputado/bandep/160578.jpgmaior.jpg,Vice-Líder,Partido Político,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,2017-06-28,2018-02-21
178989,https://dadosabertos.camara.leg.br/api/v2/deputados/178989,RENATA ABREU,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,SP,55,,https://www.camara.leg.br/internet/deputado/bandep/178989.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-06-29,2017-07-18
160426,https://dadosabertos.camara.leg.br/api/v2/deputados/160426,ROGÉRIO ROSSO,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,DF,55,,https://www.camara.leg.br/internet/deputado/bandep/160426.jpgmaior.jpg,Vice-Líder,Partido Político,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,2017-07-04,2017-07-04
141488,https://dadosabertos.camara.leg.br/api/v2/deputados/141488,PAULO TEIXEIRA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,55,,https://www.camara.leg.br/internet/deputado/bandep/141488.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-07-04,2017-07-04
133373,https://dadosabertos.camara.leg.br/api/v2/deputados/133373,MARCO MAIA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,55,,https://www.camara.leg.br/internet/deputado/bandep/133373.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-07-04,2017-08-02
74160,https://dadosabertos.camara.leg.br/api/v2/deputados/74160,PATRUS ANANIAS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,55,dep.patrusananias@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74160.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-07-04,2017-08-02
189593,https://dadosabertos.camara.leg.br/api/v2/deputados/189593,WADIH DAMOUS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RJ,55,,https://www.camara.leg.br/internet/deputado/bandep/189593.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-07-04,2017-08-02
178849,https://dadosabertos.camara.leg.br/api/v2/deputados/178849,HISSA ABRAHÃO,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,AM,55,,https://www.camara.leg.br/internet/deputado/bandep/178849.jpgmaior.jpg,Vice-Líder,Partido Político,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,2017-07-04,2017-08-01
74161,https://dadosabertos.camara.leg.br/api/v2/deputados/74161,REGINALDO LOPES,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,55,dep.reginaldolopes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74161.jpgmaior.jpg,Vice-Líder,Partido Político,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,2017-07-04,2017-08-09
73483,https://dadosabertos.camara.leg.br/api/v2/deputados/73483,LUIS CARLOS HEINZE,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RS,55,,https://www.camara.leg.br/internet/deputado/bandep/73483.jpgmaior.jpg,Vice-Líder,Bloco Parlamentar,"PP, AVANTE",https://dadosabertos.camara.leg.br/api/v2/blocos/571,2017-07-04,2017-07-04
